realtime_us,packet,lx,ly,rx,ry,lt,rt,buttons
1783106908990985,24480,17277,21217,-19262,15934,0,0,0
1783106908992068,24484,16249,22032,-20225,14693,0,0,0
1783106908993146,24487,16249,22801,-21108,13394,0,0,0
1783106908994222,24491,15187,23522,-21907,12042,0,0,0
1783106908995302,24494,14092,24194,-22620,12042,0,0,0
1783106908996389,24498,12968,24814,-23244,10643,0,0,0
1783106908997470,24502,11817,25383,-23776,9202,0,0,0
1783106908998553,24505,10640,25898,-23776,7724,0,0,0
1783106908999841,24509,9442,26358,-24214,6216,0,0,0
1783106909000928,24513,8223,26764,-24557,4683,0,0,0
